Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
59,Male,HR,Low,24,Burnout,North America,Onsite
37,Non-binary,Data Scientist,Medium,38,Anxiety,Oceania,Onsite
37,Male,Data Scientist,Medium,32,Anxiety,Oceania,Remote
24,Prefer not to say,Sales,Medium,59,Burnout,Africa,Onsite
42,Non-binary,Designer,Low,39,Anxiety,Oceania,Hybrid
56,Non-binary,Designer,High,23,Burnout,North America,Remote
33,Female,Sales,High,31,Anxiety,Oceania,Hybrid
32,Male,Software Engineer,Medium,37,Burnout,Europe,Remote
56,Non-binary,Sales,High,37,Depression,North America,Remote
45,Non-binary,Sales,Medium,59,Depression,North America,Remote
60,Non-binary,Sales,High,57,Burnout,Africa,Onsite
39,Male,Project Manager,High,26,Anxiety,South America,Remote
58,Female,HR,Low,25,Burnout,Africa,Hybrid
42,Non-binary,Project Manager,High,21,Burnout,Europe,Remote
53,Male,Marketing,Medium,59,Anxiety,Oceania,Remote
41,Female,HR,High,48,Burnout,Africa,Hybrid
59,Prefer not to say,Sales,Low,38,Anxiety,North America,Onsite
28,Male,Sales,High,37,Depression,Asia,Remote
37,Female,Designer,Medium,28,Depression,Africa,Onsite
27,Female,Software Engineer,High,33,Depression,South America,Remote
49,Female,Marketing,High,51,Anxiety,Europe,Onsite
26,Non-binary,Data Scientist,High,44,Depression,North America,Remote
31,Male,Project Manager,Low,42,Depression,Africa,Onsite
39,Prefer not to say,Data Scientist,High,52,Burnout,Europe,Remote
34,Female,Software Engineer,Medium,24,Anxiety,Asia,Remote
42,Male,HR,Medium,40,Burnout,Africa,Onsite
22,Non-binary,HR,Low,53,Burnout,South America,Remote
25,Prefer not to say,Designer,High,45,Burnout,Oceania,Onsite
59,Prefer not to say,HR,High,38,Burnout,South America,Remote
46,Non-binary,Software Engineer,Medium,24,Anxiety,North America,Hybrid
51,Male,HR,Low,31,Burnout,Oceania,Onsite
60,Non-binary,Marketing,High,59,Anxiety,Africa,Remote
47,Non-binary,Sales,Medium,58,Burnout,Oceania,Onsite
25,Female,Software Engineer,Medium,32,Depression,South America,Hybrid
59,Prefer not to say,HR,High,43,Burnout,South America,Onsite
54,Prefer not to say,Data Scientist,Medium,36,Anxiety,North America,Hybrid
44,Female,HR,High,57,Depression,Europe,Remote
25,Female,Sales,High,55,Anxiety,South America,Onsite
57,Non-binary,Software Engineer,Medium,37,Depression,Asia,Onsite
44,Female,Designer,Medium,22,Anxiety,Africa,Hybrid
29,Female,HR,Low,40,Depression,Africa,Hybrid
43,Prefer not to say,Project Manager,Medium,36,Anxiety,Asia,Hybrid
48,Prefer not to say,Project Manager,Medium,57,Anxiety,Africa,Onsite
49,Non-binary,Designer,High,54,Depression,Asia,Onsite
45,Non-binary,Data Scientist,Low,49,Anxiety,South America,Remote
47,Non-binary,Project Manager,Low,26,Burnout,Africa,Onsite
38,Non-binary,Marketing,High,38,Anxiety,Europe,Hybrid
36,Prefer not to say,Project Manager,Low,27,Anxiety,Europe,Remote
56,Male,Software Engineer,Medium,31,Depression,North America,Onsite
42,Male,Project Manager,High,33,Anxiety,Europe,Onsite
41,Female,Sales,Low,48,Burnout,North America,Onsite
33,Female,Project Manager,Low,20,Depression,Oceania,Onsite
25,Male,Sales,Low,47,Anxiety,Asia,Remote
36,Non-binary,Sales,Low,40,Depression,Oceania,Onsite
53,Prefer not to say,Sales,Low,30,Depression,Asia,Remote
56,Female,Sales,High,52,Burnout,Asia,Hybrid
30,Male,Sales,High,54,Anxiety,Oceania,Onsite
44,Male,Sales,Low,40,Burnout,Oceania,Onsite
45,Non-binary,Software Engineer,Low,43,Anxiety,Asia,Hybrid
23,Non-binary,HR,High,55,Burnout,South America,Remote
44,Female,HR,Medium,46,Anxiety,Africa,Remote
51,Prefer not to say,Software Engineer,Medium,36,Depression,Europe,Hybrid
26,Female,Data Scientist,Low,54,Anxiety,Europe,Remote
45,Male,Data Scientist,Low,41,Burnout,North America,Onsite
49,Non-binary,Designer,High,53,Burnout,Africa,Onsite
28,Female,Project Manager,High,44,Depression,Europe,Onsite
22,Non-binary,Software Engineer,High,20,Burnout,Oceania,Remote
27,Prefer not to say,Sales,Medium,20,Anxiety,Europe,Onsite
25,Female,Marketing,High,54,Depression,North America,Hybrid
43,Male,Marketing,High,53,Depression,Europe,Remote
48,Male,Marketing,Low,53,Burnout,South America,Onsite
24,Non-binary,Marketing,Medium,25,Anxiety,Oceania,Hybrid
30,Prefer not to say,Data Scientist,Medium,28,Burnout,Europe,Remote
57,Female,Data Scientist,Medium,41,Burnout,Asia,Onsite
29,Non-binary,Designer,Low,42,Depression,Oceania,Hybrid
28,Female,Designer,High,56,Burnout,Africa,Remote
55,Non-binary,HR,High,23,Anxiety,Europe,Onsite
59,Non-binary,Project Manager,High,58,Depression,Asia,Hybrid
55,Non-binary,Data Scientist,High,43,Anxiety,Europe,Hybrid
57,Female,HR,Low,41,Burnout,Asia,Onsite
25,Female,HR,Low,53,Anxiety,South America,Onsite
49,Female,Designer,High,21,Depression,Europe,Onsite
38,Female,Project Manager,High,28,Burnout,Europe,Remote
50,Non-binary,Project Manager,High,52,Burnout,Oceania,Hybrid
33,Female,Software Engineer,High,38,Depression,Oceania,Remote
58,Non-binary,Software Engineer,Low,37,Burnout,Europe,Remote
34,Male,Software Engineer,Low,33,Burnout,Asia,Remote
53,Non-binary,Designer,Medium,42,Anxiety,North America,Remote
22,Male,HR,High,23,Depression,Asia,Hybrid
50,Prefer not to say,Project Manager,Medium,50,Depression,Asia,Onsite
30,Prefer not to say,Marketing,Medium,37,Depression,Asia,Remote
55,Prefer not to say,Project Manager,Low,34,Anxiety,Europe,Hybrid
45,Non-binary,Sales,High,50,Burnout,South America,Onsite
44,Female,Data Scientist,Low,27,Anxiety,South America,Remote
39,Female,Marketing,Medium,42,Depression,North America,Onsite
42,Non-binary,Designer,Low,41,Depression,Africa,Onsite
44,Non-binary,Project Manager,Low,29,Depression,North America,Remote
23,Female,Project Manager,Low,28,Depression,North America,Hybrid
34,Prefer not to say,HR,Medium,20,Anxiety,Asia,Onsite
28,Female,Sales,High,51,Depression,Europe,Onsite
23,Male,Data Scientist,Low,54,Burnout,Asia,Remote
57,Male,Designer,High,43,Burnout,Oceania,Onsite
27,Prefer not to say,Project Manager,Medium,23,Burnout,North America,Remote
40,Female,Project Manager,Medium,57,Burnout,South America,Onsite
59,Non-binary,Designer,High,35,Anxiety,Asia,Remote
42,Non-binary,Project Manager,High,32,Depression,Europe,Remote
50,Non-binary,Designer,High,20,Depression,Europe,Remote
45,Male,Project Manager,Low,54,Burnout,Asia,Onsite
45,Prefer not to say,Software Engineer,High,44,Depression,Oceania,Hybrid
53,Male,HR,High,41,Burnout,North America,Remote
49,Female,Project Manager,Medium,59,Depression,Oceania,Hybrid
30,Male,Designer,Medium,37,Depression,Oceania,Remote
56,Female,Project Manager,Medium,29,Burnout,Oceania,Onsite
56,Male,Data Scientist,Low,38,Burnout,Asia,Onsite
27,Male,Marketing,Medium,34,Depression,North America,Hybrid
40,Female,Designer,Low,48,Burnout,Oceania,Hybrid
49,Female,Software Engineer,Medium,32,Depression,South America,Hybrid
59,Non-binary,Project Manager,High,54,Depression,North America,Hybrid
47,Male,HR,Medium,28,Depression,South America,Remote
34,Prefer not to say,Marketing,Low,30,Burnout,South America,Remote
36,Male,Data Scientist,Medium,29,Burnout,Europe,Onsite
60,Male,HR,Low,54,Anxiety,Europe,Remote
26,Male,HR,High,36,Burnout,Africa,Hybrid
34,Prefer not to say,Marketing,High,46,Burnout,Asia,Remote
57,Female,Data Scientist,Low,20,Burnout,Oceania,Remote
27,Male,Marketing,Low,37,Depression,Africa,Hybrid
31,Female,Sales,Low,27,Anxiety,North America,Hybrid
60,Female,Sales,Medium,47,Anxiety,Africa,Remote
42,Non-binary,Project Manager,Medium,58,Anxiety,Europe,Hybrid
50,Male,Project Manager,Medium,56,Anxiety,Asia,Onsite
43,Male,Software Engineer,Low,32,Anxiety,South America,Onsite
37,Female,HR,High,31,Depression,Oceania,Hybrid
43,Non-binary,Data Scientist,High,47,Depression,North America,Onsite
43,Prefer not to say,Designer,High,35,Burnout,South America,Hybrid
45,Prefer not to say,Sales,High,52,Anxiety,Africa,Hybrid
44,Male,Project Manager,Low,57,Anxiety,Europe,Hybrid
29,Male,HR,Low,38,Anxiety,Oceania,Onsite
54,Female,Sales,Low,22,Anxiety,Asia,Remote
36,Prefer not to say,HR,High,50,Anxiety,Africa,Hybrid
46,Prefer not to say,HR,Medium,28,Anxiety,Oceania,Remote
46,Non-binary,Sales,High,24,Burnout,South America,Remote
25,Male,Sales,High,41,Anxiety,Asia,Remote
58,Prefer not to say,Project Manager,High,53,Depression,Oceania,Onsite
47,Prefer not to say,Project Manager,High,60,Depression,North America,Hybrid
27,Prefer not to say,Sales,Medium,56,Anxiety,South America,Onsite
24,Non-binary,HR,Low,34,Burnout,Europe,Onsite
38,Non-binary,Project Manager,Low,26,Anxiety,Europe,Onsite
38,Female,Designer,Medium,29,Anxiety,Asia,Remote
22,Female,Software Engineer,High,36,Depression,Africa,Hybrid
39,Prefer not to say,Sales,High,31,Anxiety,South America,Hybrid
43,Prefer not to say,Sales,Low,38,Anxiety,Oceania,Onsite
44,Male,Sales,Low,41,Anxiety,South America,Remote
47,Prefer not to say,Project Manager,High,34,Burnout,North America,Onsite
35,Non-binary,Project Manager,Medium,29,Anxiety,Asia,Hybrid
23,Prefer not to say,HR,Low,45,Depression,Oceania,Remote
27,Prefer not to say,Project Manager,High,60,Anxiety,Africa,Onsite
39,Female,HR,High,23,Depression,Asia,Hybrid
52,Male,HR,Medium,34,Burnout,South America,Hybrid
29,Female,Marketing,High,54,Anxiety,Africa,Remote
24,Non-binary,HR,Low,54,Burnout,South America,Onsite
41,Prefer not to say,Designer,Low,55,Depression,Oceania,Hybrid
52,Prefer not to say,HR,Low,56,Burnout,Oceania,Onsite
52,Non-binary,Software Engineer,High,48,Anxiety,Europe,Onsite
37,Prefer not to say,Designer,High,52,Depression,Oceania,Onsite
57,Non-binary,Software Engineer,Medium,49,Anxiety,Europe,Hybrid
51,Non-binary,Data Scientist,Low,26,Anxiety,Africa,Remote
45,Prefer not to say,Sales,High,21,Anxiety,Africa,Remote
26,Male,Marketing,Medium,27,Burnout,Oceania,Onsite
52,Prefer not to say,Designer,Low,54,Anxiety,Europe,Hybrid
47,Female,Project Manager,High,53,Anxiety,Oceania,Remote
40,Male,Project Manager,Low,20,Burnout,Africa,Remote
53,Female,Marketing,High,57,Anxiety,Oceania,Hybrid
23,Male,Sales,Medium,50,Depression,Oceania,Onsite
36,Non-binary,HR,Medium,24,Depression,South America,Remote
59,Male,Marketing,Low,35,Anxiety,Asia,Hybrid
37,Male,HR,Low,37,Anxiety,South America,Onsite
30,Non-binary,Software Engineer,Medium,51,Burnout,Asia,Onsite
24,Male,Project Manager,High,47,Depression,Oceania,Hybrid
47,Prefer not to say,Software Engineer,High,28,Burnout,North America,Remote
59,Non-binary,Project Manager,High,33,Depression,South America,Onsite
37,Non-binary,HR,High,31,Anxiety,Asia,Onsite
57,Non-binary,Marketing,High,32,Anxiety,Oceania,Remote
39,Non-binary,Marketing,High,49,Depression,South America,Onsite
34,Male,Designer,High,59,Burnout,North America,Remote
28,Male,Project Manager,High,41,Burnout,Asia,Onsite
43,Male,HR,Medium,50,Burnout,Africa,Remote
41,Male,Designer,Low,55,Anxiety,Europe,Onsite
36,Female,HR,Medium,27,Burnout,Africa,Remote
58,Female,Software Engineer,Low,45,Anxiety,Africa,Remote
23,Non-binary,HR,Low,48,Burnout,North America,Onsite
35,Non-binary,Marketing,Low,20,Depression,South America,Onsite
28,Female,Software Engineer,High,36,Burnout,North America,Onsite
42,Male,HR,High,33,Burnout,North America,Onsite
56,Prefer not to say,Marketing,Low,40,Anxiety,Asia,Onsite
49,Male,Project Manager,Medium,20,Depression,Asia,Remote
45,Prefer not to say,Data Scientist,High,28,Burnout,Oceania,Onsite
37,Female,Sales,Low,28,Anxiety,Africa,Hybrid
23,Non-binary,Marketing,High,31,Burnout,South America,Hybrid
37,Male,Data Scientist,Low,45,Depression,Oceania,Hybrid
59,Female,Data Scientist,High,34,Anxiety,Asia,Hybrid
50,Non-binary,Software Engineer,Medium,31,Anxiety,Asia,Onsite
46,Prefer not to say,Data Scientist,Medium,55,Burnout,Africa,Onsite
54,Female,Data Scientist,Medium,35,Anxiety,Asia,Onsite
38,Male,Marketing,High,24,Anxiety,Oceania,Hybrid
55,Female,Designer,High,60,Anxiety,South America,Onsite
49,Prefer not to say,Designer,Medium,20,Burnout,South America,Remote
41,Non-binary,Sales,High,28,Burnout,North America,Hybrid
22,Male,Marketing,Medium,26,Depression,South America,Hybrid
52,Prefer not to say,Project Manager,Medium,27,Depression,Asia,Hybrid
35,Non-binary,Software Engineer,High,43,Burnout,South America,Remote
33,Male,Project Manager,Low,49,Burnout,Africa,Remote
47,Male,Marketing,High,48,Burnout,North America,Hybrid
57,Non-binary,HR,Medium,25,Burnout,North America,Hybrid
59,Female,HR,Low,40,Burnout,North America,Onsite
25,Female,Data Scientist,High,52,Depression,Oceania,Hybrid
42,Male,Marketing,Low,22,Anxiety,Asia,Remote
34,Female,Project Manager,Medium,28,Burnout,South America,Hybrid
33,Non-binary,HR,Low,49,Burnout,North America,Onsite
23,Male,Data Scientist,Medium,49,Anxiety,South America,Hybrid
54,Prefer not to say,Data Scientist,Low,21,Burnout,Africa,Remote
34,Non-binary,Project Manager,High,52,Anxiety,Africa,Remote
43,Prefer not to say,Designer,High,46,Burnout,Oceania,Onsite
53,Non-binary,Software Engineer,High,48,Anxiety,Asia,Onsite
59,Male,Marketing,Medium,47,Burnout,Asia,Hybrid
33,Non-binary,HR,Medium,48,Anxiety,Africa,Hybrid
58,Female,Data Scientist,Low,51,Depression,Oceania,Hybrid
27,Non-binary,Sales,Low,60,Burnout,North America,Onsite
32,Non-binary,Designer,Low,27,Burnout,Oceania,Onsite
40,Non-binary,Sales,Medium,51,Depression,Oceania,Remote
55,Male,Data Scientist,Medium,39,Anxiety,North America,Onsite
24,Non-binary,Sales,High,53,Burnout,Oceania,Remote
50,Male,Marketing,Low,27,Burnout,South America,Onsite
49,Non-binary,Sales,High,46,Anxiety,Oceania,Remote
46,Prefer not to say,Software Engineer,Low,42,Depression,North America,Hybrid
27,Prefer not to say,Marketing,Low,51,Depression,Europe,Hybrid
47,Male,HR,Medium,22,Depression,North America,Onsite
47,Male,Marketing,High,40,Burnout,North America,Onsite
41,Prefer not to say,HR,High,35,Burnout,South America,Hybrid
30,Male,Project Manager,High,33,Anxiety,Asia,Onsite
27,Male,HR,High,45,Depression,South America,Remote
48,Female,HR,Medium,37,Burnout,North America,Hybrid
28,Female,Sales,Medium,41,Anxiety,Europe,Remote
25,Male,Designer,Medium,52,Depression,Africa,Hybrid
31,Prefer not to say,HR,Low,54,Depression,South America,Remote
30,Female,Designer,Low,52,Burnout,Oceania,Remote
30,Non-binary,Software Engineer,High,32,Anxiety,Africa,Remote
55,Male,Designer,High,44,Burnout,Europe,Onsite
43,Male,HR,Medium,57,Burnout,Asia,Onsite
54,Non-binary,Designer,High,54,Depression,North America,Hybrid
53,Prefer not to say,Data Scientist,High,43,Anxiety,Africa,Hybrid
53,Non-binary,Project Manager,High,32,Depression,Asia,Onsite
23,Male,Sales,High,58,Anxiety,Europe,Remote
42,Female,Designer,Low,49,Depression,Oceania,Onsite
47,Non-binary,Project Manager,Medium,26,Anxiety,Africa,Remote
37,Prefer not to say,Designer,High,39,Anxiety,Africa,Onsite
40,Non-binary,HR,Low,28,Anxiety,Africa,Hybrid
53,Prefer not to say,Project Manager,High,57,Depression,South America,Onsite
39,Male,Sales,Medium,57,Burnout,North America,Hybrid
44,Non-binary,HR,Low,59,Depression,Africa,Onsite
41,Female,Data Scientist,Low,32,Anxiety,Europe,Hybrid
49,Female,Data Scientist,High,54,Burnout,South America,Hybrid
36,Male,Data Scientist,Low,20,Burnout,Africa,Hybrid
53,Male,Sales,Medium,30,Anxiety,South America,Remote
22,Prefer not to say,Project Manager,Low,22,Depression,Europe,Onsite
33,Male,Marketing,Low,25,Anxiety,Oceania,Hybrid
31,Prefer not to say,Project Manager,Low,60,Burnout,South America,Remote
59,Non-binary,Marketing,Medium,33,Depression,Europe,Onsite
22,Prefer not to say,HR,Medium,51,Depression,Asia,Onsite
28,Prefer not to say,HR,Low,60,Burnout,Africa,Onsite
33,Prefer not to say,Marketing,Medium,45,Anxiety,Europe,Hybrid
37,Male,Designer,Low,55,Depression,North America,Remote
40,Non-binary,HR,Medium,22,Depression,North America,Hybrid
40,Male,Software Engineer,Low,48,Depression,Asia,Hybrid
50,Prefer not to say,HR,Low,60,Burnout,Africa,Onsite
37,Prefer not to say,Data Scientist,High,23,Burnout,North America,Hybrid
40,Prefer not to say,HR,Medium,44,Anxiety,Oceania,Hybrid
51,Male,Sales,Medium,51,Depression,Asia,Onsite
35,Male,Sales,Low,24,Depression,North America,Onsite
33,Female,Designer,High,20,Burnout,Oceania,Remote
58,Non-binary,HR,Low,48,Burnout,South America,Hybrid
44,Non-binary,Data Scientist,Medium,42,Depression,Europe,Hybrid
45,Male,HR,Low,57,Burnout,Europe,Onsite
53,Prefer not to say,HR,Low,39,Burnout,Europe,Onsite
45,Female,Software Engineer,Low,34,Anxiety,Africa,Hybrid
23,Male,HR,High,22,Depression,North America,Onsite
44,Female,Sales,Low,29,Anxiety,North America,Hybrid
44,Prefer not to say,Software Engineer,High,59,Depression,Europe,Onsite
52,Female,Project Manager,High,49,Depression,Africa,Onsite
26,Female,Project Manager,Medium,58,Burnout,Europe,Onsite
45,Male,Sales,High,49,Burnout,Asia,Onsite
35,Male,HR,High,39,Anxiety,North America,Remote
38,Prefer not to say,Data Scientist,High,37,Anxiety,Africa,Hybrid
32,Prefer not to say,Marketing,High,23,Depression,Europe,Onsite
29,Male,Data Scientist,Low,31,Depression,Africa,Hybrid
53,Female,Project Manager,High,23,Burnout,Europe,Hybrid
52,Female,Data Scientist,Medium,34,Anxiety,Oceania,Hybrid
49,Female,Designer,High,22,Anxiety,Asia,Remote
58,Male,Sales,Low,29,Depression,Oceania,Onsite
43,Male,Software Engineer,Low,60,Depression,Oceania,Hybrid
56,Non-binary,Sales,Low,60,Anxiety,South America,Onsite
34,Non-binary,Data Scientist,Low,49,Depression,Asia,Hybrid
42,Male,HR,Medium,30,Depression,Europe,Hybrid
57,Prefer not to say,Software Engineer,High,24,Anxiety,Asia,Onsite
29,Prefer not to say,Software Engineer,Low,41,Anxiety,Asia,Hybrid
24,Prefer not to say,Software Engineer,Medium,55,Depression,Asia,Hybrid
44,Male,Marketing,High,35,Burnout,Africa,Remote
34,Non-binary,HR,Low,42,Depression,South America,Remote
23,Female,Designer,Medium,24,Anxiety,Asia,Onsite
44,Prefer not to say,Project Manager,High,30,Depression,Asia,Remote
46,Male,Data Scientist,Medium,49,Anxiety,North America,Hybrid
38,Non-binary,Designer,Low,58,Burnout,Africa,Remote
35,Female,Project Manager,High,43,Depression,Africa,Hybrid
41,Prefer not to say,Designer,Low,43,Anxiety,Asia,Onsite
50,Prefer not to say,Sales,Low,59,Depression,Africa,Onsite
35,Non-binary,Designer,Medium,36,Depression,Europe,Onsite
46,Prefer not to say,Designer,High,39,Burnout,Africa,Hybrid
47,Prefer not to say,Software Engineer,Low,50,Burnout,Asia,Remote
59,Prefer not to say,Software Engineer,Medium,40,Depression,Oceania,Remote
48,Non-binary,HR,High,49,Depression,Europe,Onsite
28,Prefer not to say,Sales,Low,44,Anxiety,North America,Remote
30,Male,Project Manager,Low,27,Depression,Africa,Remote
47,Non-binary,Designer,High,36,Anxiety,Oceania,Remote
34,Prefer not to say,HR,Medium,35,Anxiety,Oceania,Remote
59,Prefer not to say,HR,High,36,Anxiety,Asia,Hybrid
57,Prefer not to say,HR,Medium,52,Burnout,South America,Onsite
49,Prefer not to say,Software Engineer,Medium,21,Burnout,Europe,Onsite
26,Non-binary,Data Scientist,Medium,55,Burnout,Africa,Remote
39,Female,Sales,Low,43,Anxiety,Oceania,Onsite
59,Non-binary,Designer,Medium,52,Anxiety,Oceania,Hybrid
38,Non-binary,HR,Medium,37,Anxiety,Asia,Remote
60,Non-binary,Designer,High,43,Burnout,Oceania,Hybrid
48,Female,Marketing,Low,57,Anxiety,Africa,Onsite
45,Non-binary,Marketing,Low,39,Burnout,North America,Remote
32,Female,Sales,Medium,21,Anxiety,Europe,Remote
52,Male,Project Manager,Low,26,Burnout,North America,Onsite
26,Male,Sales,High,51,Burnout,Africa,Hybrid
38,Non-binary,Project Manager,Low,55,Burnout,Asia,Remote
23,Non-binary,Designer,Low,47,Burnout,Oceania,Hybrid
49,Female,Sales,High,37,Anxiety,South America,Remote
29,Male,Sales,Medium,36,Burnout,North America,Onsite
36,Male,Project Manager,High,36,Burnout,Oceania,Onsite
44,Male,Software Engineer,Medium,28,Anxiety,South America,Remote
31,Female,Data Scientist,Medium,23,Burnout,Oceania,Hybrid
49,Prefer not to say,Designer,Medium,28,Anxiety,South America,Onsite
55,Male,HR,High,39,Burnout,South America,Hybrid
51,Prefer not to say,Designer,Low,44,Depression,Asia,Onsite
27,Non-binary,Designer,Medium,22,Burnout,Europe,Onsite
56,Male,Data Scientist,Medium,46,Burnout,Asia,Onsite
29,Male,Data Scientist,Medium,31,Depression,North America,Hybrid
58,Non-binary,Designer,Low,44,Depression,South America,Onsite
31,Prefer not to say,HR,Medium,53,Anxiety,North America,Remote
30,Prefer not to say,Data Scientist,Low,47,Depression,North America,Remote
26,Prefer not to say,Project Manager,Low,50,Anxiety,South America,Onsite
45,Prefer not to say,Project Manager,Medium,55,Anxiety,Oceania,Hybrid
50,Male,HR,Medium,57,Burnout,South America,Onsite
48,Non-binary,Project Manager,Low,27,Depression,North America,Onsite
58,Female,Data Scientist,Medium,43,Burnout,North America,Remote
35,Male,Software Engineer,Low,28,Depression,North America,Remote
53,Non-binary,Marketing,High,46,Anxiety,Asia,Hybrid
25,Prefer not to say,Project Manager,High,36,Anxiety,North America,Remote
53,Male,Sales,Medium,48,Burnout,Asia,Remote
29,Prefer not to say,Software Engineer,Low,36,Anxiety,North America,Hybrid
25,Non-binary,Software Engineer,Low,56,Depression,Africa,Hybrid
52,Female,Designer,High,29,Burnout,Africa,Remote
34,Prefer not to say,Marketing,High,56,Burnout,Asia,Remote
45,Male,Sales,Medium,31,Depression,Oceania,Onsite
47,Non-binary,Project Manager,High,38,Burnout,North America,Onsite
26,Non-binary,Designer,Low,35,Anxiety,Africa,Hybrid
37,Non-binary,Sales,Medium,56,Depression,Europe,Hybrid
60,Female,Sales,Medium,60,Anxiety,Europe,Hybrid
29,Non-binary,Software Engineer,Low,44,Depression,Oceania,Onsite
36,Non-binary,Marketing,High,38,Burnout,Europe,Remote
52,Male,HR,Low,35,Anxiety,North America,Remote
37,Male,Software Engineer,High,60,Depression,North America,Hybrid
55,Female,Project Manager,Low,59,Burnout,Europe,Remote
51,Male,Designer,Medium,24,Anxiety,Oceania,Onsite
28,Female,Sales,High,58,Burnout,North America,Onsite
28,Non-binary,Marketing,Medium,32,Anxiety,South America,Onsite
47,Female,Designer,Medium,21,Burnout,Asia,Hybrid
32,Non-binary,Sales,High,53,Depression,Oceania,Hybrid
38,Non-binary,Software Engineer,Medium,20,Anxiety,South America,Onsite
32,Male,Sales,High,46,Anxiety,North America,Hybrid
22,Female,Data Scientist,Low,28,Depression,South America,Remote
46,Male,Project Manager,High,44,Anxiety,Africa,Onsite
30,Non-binary,Project Manager,Low,32,Burnout,North America,Remote
49,Female,Marketing,Medium,36,Depression,North America,Onsite
51,Prefer not to say,Data Scientist,High,52,Burnout,Oceania,Remote
57,Prefer not to say,Data Scientist,High,26,Depression,Europe,Remote
45,Prefer not to say,Designer,Medium,27,Anxiety,Oceania,Remote
32,Prefer not to say,Sales,High,56,Burnout,South America,Hybrid
45,Non-binary,HR,Low,53,Burnout,Africa,Onsite
22,Non-binary,Software Engineer,High,57,Burnout,Oceania,Remote
37,Non-binary,Sales,High,47,Burnout,North America,Hybrid
25,Female,Designer,Low,36,Anxiety,Asia,Remote
33,Female,Sales,High,55,Anxiety,Africa,Onsite
50,Male,Designer,Low,27,Depression,Europe,Onsite
56,Prefer not to say,Sales,Low,24,Anxiety,North America,Remote
51,Non-binary,Sales,Medium,29,Depression,Oceania,Hybrid
42,Non-binary,Data Scientist,High,37,Depression,Asia,Hybrid
50,Male,HR,High,53,Depression,North America,Hybrid
48,Non-binary,Designer,Medium,60,Depression,Europe,Hybrid
22,Non-binary,Sales,Low,37,Anxiety,Asia,Onsite
44,Female,Sales,High,55,Burnout,Europe,Remote
23,Male,Project Manager,High,20,Anxiety,North America,Hybrid
55,Male,Project Manager,Medium,37,Depression,South America,Onsite
35,Non-binary,Marketing,Medium,54,Anxiety,Africa,Onsite
55,Non-binary,Project Manager,Medium,38,Burnout,South America,Hybrid
57,Prefer not to say,Marketing,Medium,48,Depression,Oceania,Remote
32,Male,Marketing,Low,43,Anxiety,Asia,Remote
47,Prefer not to say,Data Scientist,Medium,33,Burnout,Europe,Remote
44,Male,Data Scientist,Low,53,Depression,Oceania,Onsite
40,Female,Project Manager,High,41,Depression,Oceania,Remote
45,Male,Project Manager,Low,21,Depression,Africa,Remote
34,Female,Sales,Medium,41,Anxiety,Africa,Remote
57,Male,HR,Medium,42,Depression,Oceania,Onsite
40,Female,Data Scientist,High,52,Depression,Oceania,Remote
60,Male,Data Scientist,High,26,Burnout,South America,Onsite
54,Prefer not to say,Marketing,Low,21,Burnout,Asia,Onsite
50,Prefer not to say,Designer,High,58,Burnout,Asia,Remote
46,Female,Project Manager,Medium,29,Depression,North America,Hybrid
26,Male,Software Engineer,Medium,55,Anxiety,North America,Onsite
52,Non-binary,Data Scientist,Medium,32,Anxiety,Oceania,Remote
30,Male,Sales,Low,58,Depression,South America,Remote
38,Non-binary,Software Engineer,High,23,Depression,Asia,Onsite
24,Non-binary,Project Manager,High,20,Anxiety,Asia,Onsite
56,Female,Designer,High,29,Anxiety,Europe,Onsite
36,Male,Sales,High,60,Burnout,Africa,Onsite
26,Female,Software Engineer,Medium,41,Depression,North America,Hybrid
26,Male,Marketing,Low,28,Burnout,South America,Hybrid
37,Female,Sales,Low,53,Depression,Africa,Remote
59,Non-binary,Software Engineer,High,56,Anxiety,Africa,Remote
59,Female,Designer,Low,47,Burnout,Asia,Hybrid
56,Prefer not to say,Designer,Low,33,Anxiety,North America,Onsite
23,Non-binary,Marketing,High,44,Anxiety,South America,Hybrid
24,Male,HR,Medium,56,Burnout,Asia,Remote
28,Non-binary,Designer,Low,59,Anxiety,Oceania,Remote
31,Female,Data Scientist,Low,39,Depression,North America,Remote
47,Prefer not to say,HR,High,51,Burnout,North America,Remote
47,Prefer not to say,Marketing,Low,26,Burnout,Europe,Onsite
43,Male,Marketing,Medium,46,Depression,Africa,Remote
27,Non-binary,HR,High,33,Depression,North America,Remote
25,Prefer not to say,Project Manager,Low,23,Burnout,Asia,Onsite
35,Prefer not to say,Project Manager,Medium,21,Depression,North America,Remote
50,Female,Software Engineer,Low,39,Anxiety,Europe,Onsite
30,Prefer not to say,Data Scientist,Low,26,Burnout,Asia,Remote
41,Non-binary,Sales,Medium,48,Depression,North America,Onsite
39,Female,HR,High,53,Burnout,North America,Hybrid
22,Female,Project Manager,High,60,Burnout,Europe,Onsite
48,Non-binary,Software Engineer,Medium,50,Anxiety,North America,Remote
52,Female,Data Scientist,High,21,Anxiety,Europe,Hybrid
28,Female,HR,Medium,43,Anxiety,North America,Remote
29,Non-binary,HR,High,58,Burnout,North America,Onsite
26,Female,Designer,High,21,Anxiety,Oceania,Hybrid
